platform,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,listed_in2,listed_in3
Netflix,s2219,TV Show,Norsemen,,"KÃ¥re Conradi, Silje Torp, Nils JÃ¸rgen Kaalstad, Marian Saastad Ottesen, Trond Fausa, Kristine Riis, Jon Ã˜igarden, Henrik Mestad, Ã˜ystein Martinsen, Mikkel Bratt Silset, Mads JÃ¸rgensen, Nikis Theophilakis",Norway,7/22/2020,2020,TV-MA,3 Seasons,International, TV Comedies,
Netflix,s2220,Movie,The Remix: Hip Hop X Fashion,"Lisa CortÃ©s, Farah X",,United States,7/22/2020,2019,TV-MA,67 min,Documentaries, Music & Musicals,
Netflix,s2221,Movie,Ip Man 4: The Finale,Wilson Yip,"Donnie Yen, Wu Yue, Vanness Wu, Scott Adkins, Kent Cheng, Danny Chan Kwok-kwan, Kanin Ngo, Chris Collins, Vanda Margraf, Meng Lo","Hong Kong, China",7/21/2020,2019,TV-MA,105 min,Action&Adventure, Dramas, International Movies
Netflix,s2222,Movie,Jack Whitehall: I'm Only Joking,"Dave Skinner, Freddie Waters",Jack Whitehall,United Kingdom,7/21/2020,2020,TV-MA,58 min,Stand-UpComedy,,
Netflix,s2223,TV Show,Street Food: Latin America,,,,7/21/2020,2020,TV-PG,1 Season,Docuseries, Spanish-Language TV Shows,
Netflix,s2224,TV Show,Killer Women with Piers Morgan,,Piers Morgan,United Kingdom,7/19/2020,2017,TV-MA,1 Season,British, Crime TV Shows, Docuseries
Netflix,s2225,Movie,Funan,Denis Do,"BÃ©rÃ©nice Bejo, Louis Garrel, Colette Kieffer, Aude-Laurence Clermont Biver, Brice Montagne, Franck Sasonoff, HervÃ© Sogne, Maxime Baudoin, Tom Trouffier, Lila Lacombe, CÃ©line RontÃ©, Emilie MariÃ©, Thierry Jahn","France, Belgium, Luxembourg, Cambodia,",7/18/2020,2018,TV-14,87 min,Dramas, International Movies,
Netflix,s2226,TV Show,Gigantosaurus,,,France,7/18/2020,2019,TV-Y,1 Season,Kids',,
Netflix,s2227,TV Show,Single Wives,,"Fifi Box, Matthew Hussey",Australia,7/18/2020,2018,TV-MA,1 Season,Reality, Romantic TV Shows,
Netflix,s2228,TV Show,Cursed,,"Katherine Langford, Devon Terrell, Gustaf SkarsgÃ¥rd, Daniel Sharman, Sebastian Armesto, Lily Newmark, Shalom Brune-Franklin, Matt Stokoe, Bella Dayne, Peter Mullan, Emily Coates","United Kingdom, Australia",7/17/2020,2020,TV-MA,1 Season,Action&Adventure, TV Dramas, TV Sci-Fi & Fantasy
Netflix,s2229,Movie,Father Soldier Son,"Leslye Davis, Catrin Einhorn",,United States,7/17/2020,2020,R,100 min,Documentaries,,
Netflix,s2230,TV Show,In The Dark,,"Perry Mattfeld, Brooke Markham, Casey Deidrick, Keston John, Morgan Krantz, Rich Sommer, Thamela Mpumlwana, Saycon Sengbloh, Kathleen York, Derek Webster",United States,7/17/2020,2020,TV-14,2 Seasons,Crime, TV Dramas,
Netflix,s2231,TV Show,Kissing Game,,"Caio Horowicz, Iza Moreira, Michel Joelsas, Denise Fraga, ThomÃ¡s Aquino, Luana Nastas, Esther Tinman, Kevin Vechiatto, Grace PassÃ´, Bianca Byington, Bruno Garcia, FlÃ¡vio Tolezani, Carolina del Carmen Peleritti",Brazil,7/17/2020,2020,TV-MA,1 Season,International, TV Dramas, TV Mysteries
Netflix,s2232,Movie,The Millions,"Toka McBaror, Tunde Apalowo","Ramsey Nouah, Blossom Chukwujekwu, Ayo Makun, Nancy Isime, Ali Nuhu, Folusho Durojaiye, Toyin Abraham, Chika Lann, Broda Shaggi, Etinosa Idemudia",Nigeria,7/17/2020,2019,TV-MA,95 min,Comedies, International Movies,
Netflix,s2233,Movie,Fatal Affair,Peter Sullivan,"Nia Long, Omar Epps, Stephen Bishop, Maya Stojan, Aubrey Cleland, Carolyn Hennesy",United States,7/16/2020,2020,TV-14,90 min,Thrillers,,
Netflix,s2234,Movie,MILF,Axelle Laffont,"Virginie Ledoyen, Marie-JosÃ©e Croze, Axelle Laffont, Matthias Dandois, Victor Meutelet, WaÃ«l Sersoub, Florence Thomassin","France, Belgium",7/16/2020,2018,TV-MA,102 min,Comedies, International Movies, Romantic Movies
Netflix,s2235,Movie,Cold Feet,Moses Inwang,"Jim Iyke, Joselyn Dumas, Enyinna Nwigwe, Beverly Naya, Femi Adebayo, Segun Arinze, Padita Agu",Nigeria,7/15/2020,2019,TV-14,98 min,Dramas, International Movies, Romantic Movies
Netflix,s2236,TV Show,Dark Desire,,"Maite Perroni, Erik Hayser, Alejandro Speitzer, MarÃ­a Fernanda Yepes, Jorge Poza, Regina PavÃ³n, Paulina Matos, Leticia Huijara, Claudia Pineda, Esteban Soberanes, Claudia RÃ­os, Samantha Orozco, FabiÃ¡n Merlo, Eligio MelÃ©ndez, Carmen Beato, Carlos Torres, ToÃ±o ValdÃ©s",Mexico,7/15/2020,2020,TV-MA,1 Season,Crime, International TV Shows, Spanish-Language TV Shows
Netflix,s2237,Movie,Little Singham: Legend of Dugabakka,,,,7/15/2020,2020,TV-Y7,68 min,Children&FamilyMovies, Comedies,
Netflix,s2238,TV Show,Skin Decision: Before and After,,,United States,7/15/2020,2020,TV-MA,1 Season,Reality, Science & Nature TV,
Netflix,s2239,TV Show,Sunny Bunnies,,"Svetlana Tsimokhina, Dmitri Davidovich",Belarus,7/15/2020,2016,TV-Y,2 Seasons,British, Kids' TV, TV Comedies
Netflix,s2240,Movie,Sylvia,Daniel Oriahi,"Chris Attoh, Zainab Balogun, Ini Dima-Okojie, Udoka Onyeka, Lord Frank, Bolaji Ogunmola, Ijeoma Grace Agu, Omotunde Adebowale David",Nigeria,7/15/2020,2018,TV-14,104 min,Dramas, International Movies, Thrillers
Netflix,s2241,Movie,The Players,Stefano Mordini,"Valerio Mastandrea, Riccardo Scamarcio, Laura Chiatti, Valentina Cervi, Marina FoÃ¯s, Euridice Axen, Massimiliano Gallo, Alessia Giuliani",Italy,7/15/2020,2020,TV-MA,89 min,Comedies, International Movies,
Netflix,s2242,TV Show,The Business of Drugs,,Amaryllis Fox,United States,7/14/2020,2020,TV-MA,1 Season,Docuseries,,
Netflix,s2243,Movie,Urzila Carlson: Overqualified Loser,Hayden Guppy,Urzila Carlson,Australia,7/14/2020,2020,TV-MA,62 min,Stand-UpComedy,,
Netflix,s2244,Movie,We Are One,StÃ©phane de Freitas,,France,7/14/2020,2020,TV-MA,86 min,Documentaries, International Movies, Music & Musicals
Netflix,s2245,Movie,Hole in the Wall,"AndrÃ© Odendaal, Johan Vorster","AndrÃ© Odendaal, Nicholas Campbell, Tinarie van Wyk Loots, Bheki Mkwane, Susan Coetzer, Botho Molohloane, Anna Davel, Nomboniso Paile, Dania Gelderblom, Hamish Kyd",South Africa,7/11/2020,2016,TV-MA,104 min,Dramas, International Movies,
Netflix,s2246,TV Show,Dating Around: Brazil,Cassia Dian,,Brazil,7/10/2020,2020,TV-14,1 Season,International, Reality TV, Romantic TV Shows
Netflix,s2247,TV Show,Down to Earth with Zac Efron,,"Zac Efron, Darin Olien",United States,7/10/2020,2020,TV-PG,1 Season,Docuseries, Reality TV, Science & Nature TV
Netflix,s2248,Movie,Mama's Boy,Amro Salah,"Hesham Maged, Shikoo, Mohammed Tharwat, Mahmoud Ellisy, Ahmed Sultan, Noor Kadri",Egypt,7/10/2020,2018,TV-14,101 min,Comedies, International Movies,
Netflix,s2249,Movie,The Claudia Kishi Club,Sue Ding,,United States,7/10/2020,2020,TV-14,17 min,Documentaries,,
Netflix,s2250,TV Show,The Epic Tales of Captain Underpants in Space,,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Brennan Murray, Nolan North, Gary Anthony Williams, Secunda Wood",United States,7/10/2020,2020,TV-Y7,1 Season,Kids', TV Action & Adventure, TV Comedies
Netflix,s2251,Movie,The Old Guard,Gina Prince-Bythewood,"Charlize Theron, KiKi Layne, Marwan Kenzari, Luca Marinelli, Harry Melling, Van Veronica Ngo, Matthias Schoenaerts, Chiwetel Ejiofor",United States,7/10/2020,2020,R,126 min,Action&Adventure,,
Netflix,s2252,TV Show,The Twelve,Wouter Bouvijn,"Maaike Neuville, Charlotte De Bruyne, Tom Vermeir, Mieke De Groote, Johan Heldenbergh, Zouzou Ben Chikha, Peter Gorissen, Piet De Praitere, Maaike Cafmeyer, Josse De Pauw, Greet Verstraete, Koen De Sutter, Isabelle Van Hecke, Lynn Van Royen",Belgium,7/10/2020,2019,TV-MA,1 Season,Crime, International TV Shows, TV Dramas
Netflix,s2253,Movie,Your Excellency,Funke Akindele,"Akin Lewis, Funke Akindele, Kemi Lala Akindoju, Shaffy Bello, Kunle Coker, Eku Edewor, Alexx Ekubo, Osas Ighodaro Ajibade, Seyi Law, Falz, Chigul, Deyemi Okanlawon, Beverly Osu, Toni Tones, Christian Paul, Bimbo Manuel, Helen Paul",,7/10/2020,2019,TV-G,120 min,Comedies, International Movies,
Netflix,s2254,TV Show,Japan Sinks: 2020,,"Reina Ueda, Tomo Muranaka, Yuko Sasaki, Masaki Terasoma, Hiroyuki Yoshino, Kensho Ono",Japan,7/9/2020,2020,TV-MA,1 Season,AnimeSeries, International TV Shows,
Netflix,s2255,TV Show,The Protector,,"Ã‡aÄŸatay Ulusoy, AyÃ§a AyÅŸin Turan, Hazar ErgÃ¼Ã§lÃ¼, Okan YalabÄ±k, Mehmet KurtuluÅŸ, Yurdaer Okur",Turkey,7/9/2020,2020,TV-MA,4 Seasons,International, Romantic TV Shows, TV Action & Adventure
Netflix,s2256,TV Show,Was It Love?,,"Song Ji-hyo, Son Ho-jun, Song Jong-ho, Koo Ja-sung, Kim Min-jun, Kim Da-som, Kim Mee-kyung, Um Chae-young, Kim Young-ah, Kim Byung-choon",South Korea,7/9/2020,2020,TV-14,1 Season,International, Korean TV Shows, Romantic TV Shows
Netflix,s2257,Movie,Born Racer,Bryn Evans,Scott Dixon,New Zealand,7/8/2020,2018,R,89 min,Documentaries, Sports Movies,
Netflix,s2258,Movie,Mucho Mucho Amor: The Legend of Walter Mercado,"Cristina Costantini, Kareem Tabsch",Walter Mercado,United States,7/8/2020,2020,TV-14,96 min,Documentaries, LGBTQ Movies,
Netflix,s2259,TV Show,Stateless,,"Yvonne Strahovski, Jai Courtney, Cate Blanchett, Asher Keddie, Fayssal Bazzi, Dominic West",Australia,7/8/2020,2020,TV-MA,1 Season,International, TV Dramas,
Netflix,s2260,Movie,The Long Dumb Road,Hannah Fidell,"Tony Revolori, Jason Mantzoukas, Taissa Farmiga, Grace Gummer, Ciara Bravo, Casey Wilson, Pamela Reed, Ron Livingston",United States,7/8/2020,2018,R,91 min,Comedies, Independent Movies,
Netflix,s2261,Movie,Dr. Seuss' The Lorax,"Chris Renaud, Kyle Balda","Danny DeVito, Ed Helms, Taylor Swift, Zac Efron, Betty White, Rob Riggle, Jenny Slate, Nasim Pedrad, Joel Swetow, Michael Beattie, Stephen Tobolowsky","United States, France",7/7/2020,2012,PG,86 min,Children&FamilyMovies,,
Netflix,s2262,Movie,Jim Jefferies: Intolerant,Scott Zabielski,Jim Jefferies,,7/7/2020,2020,TV-MA,67 min,Stand-UpComedy,,
Netflix,s2263,Movie,A Kid from Coney Island,"Coodie, Chike",Stephon Marbury,"United States, China",7/6/2020,2019,TV-MA,89 min,Documentaries, Sports Movies,
Netflix,s2264,Movie,PNL - Dans la lÃ©gende tour,QLF,PNL,,7/6/2020,2020,TV-MA,65 min,InternationalMovies, Music & Musicals,
Netflix,s2265,Movie,Aiyyaa,Sachin Kundalkar,"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant, Subodh Bhave, Jyoti Subhash, Satish Alekar, Anita Date, Amey Wagh, Kishori Balal, Pakoda Pandi",India,7/5/2020,2012,TV-14,151 min,Comedies, International Movies, Music & Musicals
Netflix,s2266,Movie,Bbuddah Hoga Terra Baap,Puri Jagannadh,"Amitabh Bachchan, Hema Malini, Raveena Tandon, Sonu Sood, Sonal Chauhan, Charmy Kaur, Prakash Raj, Makrand Deshpande, Subbaraju, Shawar Ali, Rajeev Verma",India,7/5/2020,2011,TV-14,116 min,Action&Adventure, Comedies, Dramas
Netflix,s2267,Movie,Blood Money,Vishal Mahadkar,"Manish Chaudhary, Kunal Kemmu, Amrita Puri, Shekar Shukla, Teeshay, Mia Evonne Uyeda",India,7/5/2020,2012,TV-14,110 min,Dramas, International Movies, Romantic Movies
Netflix,s2268,Movie,Bombay Talkies,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar","Rani Mukerji, Randeep Hooda, Saqib Saleem, Nawazuddin Siddiqui, Sadashiv Amrapurkar, Amitabh Bachchan, Ranvir Shorey, Katrina Kaif, Diana Penty",India,7/5/2020,2013,TV-MA,123 min,Dramas, International Movies,
Netflix,s2269,Movie,Boss,Anthony D'Souza,"Akshay Kumar, Ronit Roy, Shiv Pandit, Mithun Chakraborty, Johny Lever, Aditi Rao Hydari, Danny Denzongpa, Govind Namdeo, Parikshat Sahni, Aakash Dabhade",India,7/5/2020,2013,TV-14,139 min,Action&Adventure, Comedies, Dramas
Netflix,s2270,Movie,Budhia Singh: Born to Run,Soumendra Padhi,"Manoj Bajpayee, Mayur Mahendra Patole, Tillotama Shome, Shruti Marathe, Chhaya Kadam, Gajraj Rao",India,7/5/2020,2016,TV-MA,95 min,Dramas, Independent Movies, International Movies
Netflix,s2271,Movie,Chashme Baddoor,David Dhawan,"Rishi Kapoor, Ali Zafar, Taapsee Pannu, Siddharth, Divyendu Sharma, Anupam Kher, Bharati Achrekar, Lillete Dubey, Ayaz Khan",India,7/5/2020,2013,TV-14,121 min,Comedies, International Movies, Music & Musicals
Netflix,s2272,Movie,Dharam Sankat Mein,Fuwad Khan,"Paresh Rawal, Annu Kapoor, Alka Badola Kaushal, Auritra Ghosh, Naseeruddin Shah, Manoj Raghubir Sharma, Rushita Pandya, Murli Sharma",India,7/5/2020,2015,TV-PG,127 min,Comedies, Dramas, International Movies
Netflix,s2273,Movie,Drishyam,Nishikant Kamat,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor, Ishita Dutta, Mrunal Jadhav, Prasanna Ketkar, Yogesh Sonam, Prathamesh Parab, Rishabh Chaddha",India,7/5/2020,2015,TV-14,162 min,Dramas, International Movies, Thrillers
Netflix,s2274,Movie,Gabbar Is Back,Krish,"Akshay Kumar, Shruti Haasan, Sunil Grover, Kareena Kapoor, Ishita Vyas, Suman Talwar, Jaideep Ahlawat, Shruti Bapna",India,7/5/2020,2015,TV-14,128 min,Action&Adventure, Dramas, International Movies
Netflix,s2275,Movie,Gollu Aur Pappu,Kabir Sadanand,"Vir Das, Sandeepa Dhar, Dimple Kapadia, Kunaal Roy Kapur, Deepak Tijori",India,7/5/2020,2014,TV-14,112 min,Action&Adventure, Comedies, International Movies
Netflix,s2276,TV Show,Hook,Rachit Kusonkoonsiri,"Peemapol Panichtamrong, Phiravich Attachitsataporn, Thime Pichitsurakit, Jidapa Siribunchawan, Yanin Opassathaworn, Jaturong Kolimart, Pete Thongchua, Ratchanont Sukpragawp, Kanyaphak Pongsak, Kittikun Tansuhas, Tanawat Cheawaram, Toru Takizawa, Noraworn Puangumpai",Thailand,7/5/2020,2020,TV-MA,1 Season,International, Romantic TV Shows, TV Comedies
Netflix,s2277,Movie,Inkaar,Sudhir Mishra,"Arjun Rampal, Chitrangada Singh, Deepti Naval, Kanwaljeet Singh, Rehana Sultan, Vipin Sharma, Kaizaad Kotwal, Sujata Sehgal, Shivani Tanksale, Asheesh Kapur",India,7/5/2020,2013,TV-MA,125 min,Dramas, International Movies, Romantic Movies
Netflix,s2278,Movie,Madras CafÃ©,Shoojit Sircar,"John Abraham, Nargis Fakhri, Rashi Khanna, Avijit Dutt, Prakash Belawadi, Ajay Ratnam, Siddartha Basu, Agnello Dias, Dibang",India,7/5/2020,2013,TV-14,128 min,Dramas, International Movies, Thrillers
Netflix,s2279,Movie,Mary Kom,Omung Kumar,"Priyanka Chopra, Darshan Kumar, Sunil Thapa, Kenny Basumatary, Shishir Sharma, Robin Das, Rajni Basumatary, Lin Laishram, Shakti Singh",India,7/5/2020,2014,TV-PG,120 min,Dramas, International Movies, Sports Movies
Netflix,s2280,Movie,Michael,Ribhu Dasgupta,"Naseeruddin Shah, Mahie Gill, Sabyasachi Chakraborty, Rudranil Ghosh, Iravati Harshe, Churni Ganguly, June Maliah, Purav Bhandare, Shridhar Watsar",India,7/5/2020,2011,TV-MA,86 min,Dramas, Independent Movies, International Movies
Netflix,s2281,Movie,Mumbai Delhi Mumbai,Satish Rajwade,"Shiv Pandit, Piaa Bajpai",India,7/5/2020,2014,TV-MA,107 min,Comedies, International Movies, Romantic Movies
Netflix,s2282,Movie,Oh My God,Umesh Shukla,"Akshay Kumar, Paresh Rawal, Mithun Chakraborty, Om Puri, Apoorva Arora, Arun Bali, Honey Chaaya, Poonam Jhawer, Mahesh Manjrekar, Govind Namdeo",India,7/5/2020,2012,TV-PG,129 min,Comedies, Dramas, International Movies
Netflix,s2283,Movie,One by Two,Devika Bhagat,"Abhay Deol, Preeti Desai, Lillete Dubey, Rati Agnihotri, Jayant Kripalani, Darshan Jariwala, Anish Trivedi, Geetika Tyagi, Preetika Chawla, Tahir Raj Bhasin",India,7/5/2020,2014,TV-14,135 min,Comedies, Dramas, International Movies
Netflix,s2284,Movie,Only,Takashi Doscher,"Freida Pinto, Leslie Odom Jr., Chandler Riggs, Jayson Warner Smith, Joshua Mikel, Mark Ashworth, Tia Hendricks, Richard Hempton, Noor Naghmi, Maggie Parto",United States,7/5/2020,2019,TV-MA,97 min,Dramas, Independent Movies, Romantic Movies
Netflix,s2285,Movie,Penalty,Shubham Singh,"Lukram Smil, Manjot Singh, Shashank Arora, Kay Kay Menon, Aakash Dabhade, Srishti Jain, Bijou Thaangjam, Mohit Nain, Ashwin Kaushal",India,7/5/2020,2019,TV-14,125 min,Dramas, Independent Movies, International Movies
Netflix,s2286,Movie,Players,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Vinod Khanna, Abhishek Bachchan, Bobby Deol, Sonam Kapoor, Bipasha Basu, Neil Nitin Mukesh, Sikander Kher, Omi Vaidya, Johny Lever, Shweta Bhardwaj",India,7/5/2020,2012,TV-14,162 min,Action&Adventure, International Movies,
Netflix,s2287,Movie,Pyaar Ka Punchnama 2,Luv Ranjan,"Kartik Aaryan, Nushrat Bharucha, Sonalli Sehgall, Sunny Singh, Ishita Raj, Omkar Kapoor, Sharat Saxena, Mona Ambegaonkar",India,7/5/2020,2015,TV-MA,136 min,Comedies, Dramas, International Movies
Netflix,s2288,Movie,Queen,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Mish Boyko, Jeffrey Chee Eng Ho, Marco Canadea, Sabeeka Imam, Yogendra Tikku",India,7/5/2020,2014,TV-MA,138 min,Comedies, Dramas, International Movies
Netflix,s2289,Movie,Shaitan,Bejoy Nambiar,"Rajeev Khandelwal, Kalki Koechlin, Gulshan Devaiah, Shiv Pandit, Kirti Kulhari, Neil Bhoopalam, Nikhil Chinappa, Rajit Kapoor, Rajkummar Rao, Pavan Malhotra",India,7/5/2020,2011,TV-MA,126 min,Action&Adventure, Dramas, Independent Movies
Netflix,s2290,Movie,Special 26,Neeraj Pandey,"Akshay Kumar, Manoj Bajpayee, Anupam Kher, Jimmy Shergill, Kajal Aggarwal, Divya Dutta, Kharaj Mukherjee, Rajesh Sharma, Kishore Kadam, Neeru Bajwa, Deep Raj Rana, Neetu Singh",India,7/5/2020,2013,TV-PG,137 min,Dramas, International Movies, Thrillers
Netflix,s2291,Movie,Tanu Weds Manu,Aanand Rai,"Madhavan, Kangana Ranaut, Jimmy Shergill, Deepak Dobriyal, Swara Bhaskar, Eijaz Khan, K.K. Raina, Rajendra Gupta, Ravi Kishan, Navni Parihar",India,7/5/2020,2011,TV-14,114 min,Comedies, Dramas, International Movies
Netflix,s2292,Movie,What the Fish,Gurmmeet Singh,"Dimple Kapadia, Vishal Sharma, Sumit Suri, Anand Tiwari, Deepti Pujari, Manu Rishi Chadha, Geetika Tyagi, Manjot Singh, Sabina Sheema",India,7/5/2020,2013,TV-14,96 min,Comedies, International Movies,
Netflix,s2293,TV Show,Little Singham,,"Swapnil Kumari, Jigna Bhardwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Shaily Dube, Saumya Daan, Anamaya Verma, Parminder Ghumman, Pawan Kalra",India,7/4/2020,2020,TV-Y7,2 Seasons,Kids', TV Comedies,
Netflix,s2294,TV Show,Cable Girls,,"Blanca SuÃ¡rez, Nadia de Santiago, Ana FernÃ¡ndez, Maggie Civantos, Ana Polvorosa, Yon GonzÃ¡lez, MartiÃ±o Rivas, Nico Romero, Borja Luna, Sergio Mur, Concha Velasco, Antonio VelÃ¡zquez, Ernesto Alterio, Ira del RÃ­o, Angela Cremonte, Andrea Carballo",Spain,7/3/2020,2019,TV-MA,6 Seasons,International, Romantic TV Shows, Spanish-Language TV Shows
Netflix,s2295,Movie,Desperados,LP,"Nasim Pedrad, Anna Camp, Lamorne Morris, Heather Graham, Robbie Amell, Sarah Burns, Jessica Chaffin",United States,7/3/2020,2020,TV-MA,107 min,Comedies, Romantic Movies,
Netflix,s2296,Movie,Hunter in the Blue Side of Manchester,Rako Prijanto,"Adipati Dolken, Ganindra Bimo, Donny Alamsyah, Vonny Cornellya, Tania Staite, Maurice Bryrne, Kevin Bzezovski Taroreh","Indonesia, United Kingdom",7/3/2020,2020,TV-MA,89 min,Dramas, International Movies,
Netflix,s2297,Movie,I Am Not Your Negro,Raoul Peck,"Samuel L. Jackson, Joey Starr","Switzerland, France, Belgium, United States",7/3/2020,2017,PG-13,94 min,Documentaries,,
Netflix,s2298,TV Show,JU-ON: Origins,,"Yoshiyoshi Arakawa, Yuina Kuroshima, Ririka, Koki Osamura, Seiko Iwaido, Kai Inowaki, Ryushin Tei, Yuya Matsuura, Kaho Tsuchimura, Takemi Fujii, Ryota Matsushima, Haruka Kubo, Shinsuke Kato, Nana Yanagisawa, Atom Shukugawa, Yura Anno, Tokio Emoto, Nobuko Sendo, Kana Kurashina",Japan,7/3/2020,2020,TV-MA,1 Season,International, TV Horror, TV Mysteries
Netflix,s2299,TV Show,Southern Survival,,,United States,7/3/2020,2020,TV-PG,1 Season,Reality,,
Netflix,s2300,TV Show,The Baby-Sitters Club,,"Sophie Grace, Momona Tamada, Shay Rudolph, Malia Baker, Xochitl Gomez, Alicia Silverstone, Mark Feuerstein, Marc Evan Jackson, Aya Furukawa, Jessica Elaina Eason",United States,7/3/2020,2020,TV-G,1 Season,Kids', TV Dramas,
Netflix,s2301,Movie,The Perfect Picture: Ten Years Later,Shirley Frimpong-Manso,"Jackie Appiah, Naa Ashorkor Mensa-Doku, Lydia Forson, Adjetey Anang, Richard Mofe-Damijo, Chris Attoh, Gideon Okeke, Joselyn Dumas, John Dumelo, Beverly Naya",Ghana,7/3/2020,2019,TV-MA,148 min,Comedies, Dramas, International Movies
Netflix,s2302,TV Show,Supermarket Sweep,,,United States,7/2/2020,1993,TV-G,1 Season,Reality,,
Netflix,s2303,Movie,Thiago Ventura: POKAS,"Fabio Ock, Joana Mazzucchelli",Thiago Ventura,Brazil,7/2/2020,2020,TV-MA,82 min,Stand-UpComedy,,
Netflix,s2304,TV Show,Warrior Nun,,"Alba Baptista, Toya Turner, Lorena Andrea, Kristina Tonteri-Young, TristÃ¡n Ulloa",United States,7/2/2020,2020,TV-MA,1 Season,Action&Adventure, TV Mysteries, TV Sci-Fi & Fantasy
Netflix,s2305,Movie,#AnneFrank - Parallel Stories,"Sabina Fedeli, Anna Migotto","Helen Mirren, Gengher Gatti",Italy,7/1/2020,2019,TV-14,95 min,Documentaries, International Movies,
Netflix,s2306,TV Show,21 Again,,Laura Morgan,United Kingdom,7/1/2020,2019,TV-MA,1 Season,British, Reality TV,
Netflix,s2307,TV Show,A Touch of Green,,"Weber Yang, Cheryl Yang, Tien Hsin, Gabriel Lan, Wu Kang-jen, Cindy Lien, Wen Chen-ling, Hans Chung",Taiwan,7/1/2020,2016,TV-MA,1 Season,International, TV Dramas,
Netflix,s2308,TV Show,Abby Hatcher,Kyran Kelly,"Macy Drouin, Wyatt White, Paul Sun-Hyung Lee, Michela Luci, Christian Dal Dosso, Laaibah Alvi, Leo Orgil","United States, Canada",7/1/2020,2019,TV-Y,1 Season,Kids',,
Netflix,s2309,Movie,AdÃº,Salvador Calvo,"Luis Tosar, Anna Castillo, Ãlvaro Cervantes, Miquel FernÃ¡ndez, JesÃºs Carroza, Moustapha Oumarou, Adam Nourou, Zayidiyya Dissou, Ana Wagener, Nora Navas",Spain,7/1/2020,2020,TV-MA,120 min,Dramas, International Movies,
Netflix,s2310,Movie,Ali Baba ve 7 CÃ¼celer,Cem YÄ±lmaz,"Cem YÄ±lmaz, Irina Ivkina, Ã‡etin Altay, Zafer AlgÃ¶z, Can YÄ±lmaz, Bahtiyar Engin, Fevzi GÃ¶kÃ§e, Yosi Mizrahi",Turkey,7/1/2020,2015,TV-MA,115 min,Action&Adventure, Comedies, International Movies
